OTU_id,A.24.1,A.16.1,A.8.1,A.1.1,A.24.2,A.16.2,A.8.2,A.1.2,A.24.3,A.16.3,A.8.3,A.1.3,A.24.4,A.16.4,A.8.4,A.1.4,A.24.5,A.16.5,A.8.5,A.1.5,N.24.1,N.16.1,N.8.1,N.1.1,N.24.2,N.16.2,N.8.2,N.1.2,N.24.3,N.16.3,N.8.3,N.1.3,N.24.4,N.16.4,N.8.4,N.1.4,N.24.5,N.16.5,N.8.5,N.1.5
OTU_11743,0,1,0,0,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
OTU_1130,1,6,1,0,2,5,7,1,1,0,6,3,1,3,1,0,3,2,3,0,2,3,8,0,4,7,0,1,2,5,6,1,6,4,9,1,1,5,2,0
OTU_7881,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
OTU_16279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_3717,0,0,0,0,1,1,2,0,3,1,0,0,4,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,2,0,0,0,1,2,0,0,3,0,0,0
OTU_2257,4,0,0,4,12,1,2,0,4,3,0,4,1,2,3,0,4,2,4,1,3,3,0,1,6,2,1,2,7,2,1,0,2,2,1,0,5,0,2,0
OTU_9489,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,1,0,0,1,1,0,0,4,1,0,0
OTU_6170,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
OTU_1030,1,0,0,4,7,5,1,0,1,4,5,2,6,2,2,0,3,0,0,1,3,6,1,0,3,2,1,0,9,3,0,0,3,2,1,0,3,2,3,0
OTU_13152,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
OTU_19685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_23612,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_4610,0,0,0,0,2,0,3,0,0,0,0,0,4,2,0,1,1,1,1,0,0,1,0,0,1,0,0,0,5,0,0,0,0,0,0,1,0,0,1,0
OTU_19391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
OTU_10496,5,1,0,1,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
OTU_1722,0,2,0,1,5,0,4,0,3,3,1,1,4,0,0,1,7,1,4,0,1,3,2,0,3,1,3,0,5,2,1,2,3,1,2,0,3,0,1,0
OTU_24645,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
OTU_17475,1,0,0,0,2,1,2,1,0,0,2,2,1,0,2,0,2,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,2,0
OTU_14539,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_8949,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
OTU_1925,4,2,0,9,11,0,8,1,6,6,2,0,6,2,2,4,1,3,8,0,7,1,7,0,3,4,0,2,6,3,1,3,1,0,0,0,5,0,2,0
OTU_4685,0,0,0,0,2,2,1,1,3,0,0,1,4,0,4,0,0,1,3,1,3,0,3,0,0,1,0,0,0,0,3,1,2,0,0,0,0,0,0,0
OTU_4459,0,0,0,0,0,0,3,0,1,1,1,0,2,1,0,0,0,0,2,0,2,5,0,0,1,1,0,0,0,1,2,0,0,0,1,0,4,0,0,0
OTU_10962,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
OTU_3530,3,0,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,2,1,1,0,1,0,0,0,0,0,2,2,0,1,1,1,0,1,0,0,0,0
OTU_6846,0,0,0,0,3,0,2,2,0,0,0,0,1,0,1,0,0,2,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
OTU_1171,0,0,0,0,4,3,8,0,3,4,0,1,8,1,2,3,2,3,0,2,3,4,7,1,6,2,4,2,5,5,5,0,3,7,1,4,7,0,2,0
OTU_24115,0,0,0,2,1,2,1,1,2,2,0,0,0,0,2,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0
OTU_16395,2,0,0,1,5,0,1,0,5,0,3,0,2,2,0,0,1,0,2,3,1,3,0,1,0,0,0,0,1,1,0,3,7,2,2,0,3,1,0,0
OTU_18525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_9628,3,2,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
OTU_11223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0
OTU_17878,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,2,2,1,1,2,0,0,2,0,0,0
OTU_9626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0
OTU_2341,1,0,0,0,1,5,4,1,2,3,3,2,1,2,2,3,1,5,2,2,2,0,0,0,4,2,0,3,1,1,9,0,2,5,2,2,1,0,0,0
OTU_22654,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
OTU_5119,0,0,0,0,0,0,0,1,2,0,1,2,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
OTU_5641,1,1,0,4,1,3,0,0,0,0,4,1,2,1,0,1,0,1,1,3,0,0,3,6,2,0,0,2,1,2,0,1,2,1,2,3,0,2,0,1
OTU_18567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_2223,7,2,0,0,0,1,0,0,0,0,0,0,6,2,0,0,3,0,1,0,0,2,0,0,2,0,0,0,3,1,0,0,1,0,0,0,4,1,0,0
OTU_9554,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1900,10,2,0,1,2,0,4,0,1,2,2,4,4,0,1,0,0,1,1,0,3,2,1,0,2,1,0,0,0,1,0,0,3,1,0,1,2,0,0,0
OTU_3193,0,0,0,0,0,0,1,0,0,0,0,0,2,0,4,0,1,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,4,0,0,0
OTU_2163,0,1,0,1,0,5,3,0,1,0,1,1,0,3,0,2,2,3,1,0,1,0,1,0,0,1,0,0,0,0,3,0,3,2,0,1,0,3,0,0
OTU_7883,0,1,0,0,1,0,0,0,4,0,0,0,0,0,0,0,1,0,4,0,3,0,3,0,2,1,2,0,1,1,2,0,3,0,1,0,2,0,0,0
OTU_1489,0,2,0,2,1,1,0,0,3,2,3,3,1,4,0,4,3,4,4,1,8,2,3,1,6,1,0,1,4,1,2,2,4,0,5,3,7,3,0,0
OTU_22153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,0,0,0,0,0,0,1,0,1,0,1,1,3,0,1,0,0,0,0
OTU_11190,0,0,0,2,0,0,1,0,0,1,1,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3,1,0,0,0,1,0,0,2,1
OTU_649,10,1,5,5,4,3,8,3,6,6,3,0,11,0,3,1,4,6,6,0,5,14,1,3,10,6,1,0,3,3,10,1,3,3,4,0,11,1,3,0
OTU_1985,3,0,0,2,2,1,0,0,4,3,5,1,0,2,1,2,2,2,2,0,3,1,2,0,2,0,3,0,0,2,5,1,2,0,0,0,0,1,0,0
OTU_14875,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_7705,0,0,0,0,2,1,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
OTU_2936,2,1,0,0,1,1,3,0,7,4,1,0,3,0,2,0,0,0,2,0,2,0,0,0,4,0,0,0,1,0,3,0,2,0,0,3,4,0,2,0
OTU_2925,3,0,0,0,1,1,2,0,1,3,2,2,0,2,0,1,2,2,1,1,4,2,1,0,5,5,0,1,1,1,0,2,1,0,3,1,4,1,4,0
OTU_22272,3,1,0,0,1,2,0,0,0,0,1,0,1,0,0,0,0,2,0,1,2,0,0,0,0,0,0,1,0,0,0,0,0,1,2,0,0,3,0,0
OTU_25201,4,0,0,2,8,2,3,1,3,1,2,1,6,2,2,0,1,1,3,2,2,2,2,1,8,1,1,1,2,0,1,2,2,0,5,0,7,0,1,0
OTU_16655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0
OTU_2542,8,1,0,0,2,0,0,1,2,0,0,0,0,0,4,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,2,2,2,0,0,0
OTU_3928,0,0,0,0,2,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0
OTU_1989,8,3,0,4,3,4,2,0,1,5,3,3,5,0,2,1,4,1,3,0,3,7,0,0,0,0,1,0,1,0,4,0,4,2,1,1,2,1,2,0
OTU_3508,0,4,0,2,2,3,1,5,0,5,6,2,1,4,1,6,1,6,2,7,3,4,5,7,2,6,2,10,4,6,7,4,3,5,3,7,1,7,1,2
OTU_19793,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3,0,1,0,1,0,0,0,0,0,0
OTU_1876,0,0,0,0,5,3,2,0,4,0,1,1,5,2,0,2,4,3,1,1,7,2,4,0,2,4,0,3,8,4,0,4,5,2,4,0,1,4,1,0
OTU_17755,4,2,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0
OTU_14662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_9518,8,5,0,1,4,2,4,2,2,3,3,0,1,2,1,4,3,8,6,2,3,4,1,1,4,1,2,6,1,1,6,2,4,4,1,3,9,1,0,0
OTU_16496,2,0,0,0,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0
OTU_6085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,0
OTU_2277,2,4,0,4,0,1,2,2,0,0,0,0,3,1,0,0,1,2,2,0,0,0,2,0,3,1,1,0,1,0,3,1,1,1,4,1,1,1,0,0
OTU_6861,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,1,2,0,0,0
OTU_20936,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
OTU_6715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0
OTU_13023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_167,63,72,6,10,17,20,24,8,17,25,17,6,27,11,13,13,18,15,27,5,18,33,18,11,25,19,13,8,28,17,16,11,18,34,14,13,21,12,14,2
OTU_5855,2,0,0,0,0,2,1,1,1,1,0,0,2,0,0,0,1,3,2,0,1,2,2,1,0,0,0,0,0,0,0,0,0,3,0,0,5,0,2,0
OTU_2206,4,0,0,0,0,3,1,0,0,0,1,0,0,0,0,1,2,5,3,0,1,3,1,2,0,1,0,4,3,2,3,0,0,1,4,0,0,2,1,0
OTU_17037,5,6,0,5,3,6,13,9,3,5,2,13,4,4,1,1,4,11,11,6,2,8,8,17,2,4,1,10,4,5,11,7,13,9,11,12,3,8,5,2
OTU_5343,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,4,0,1,0,1,0,0,3,0,0,1,0
OTU_16203,0,0,0,0,2,3,0,0,0,0,1,0,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_779,9,4,0,3,7,6,3,1,5,8,9,3,8,2,4,7,4,2,4,2,7,17,3,3,13,2,0,3,2,9,5,4,7,8,3,2,11,3,4,0
OTU_1340,2,4,0,3,5,3,3,1,5,5,1,4,3,4,0,0,8,1,1,2,7,5,3,3,2,4,0,1,6,5,5,0,4,0,3,3,4,4,1,1
OTU_379,0,6,0,18,5,10,11,6,6,12,7,6,2,4,3,9,0,16,9,4,4,11,6,8,2,4,4,18,8,11,14,8,10,22,13,13,3,11,2,2
OTU_519,42,8,1,6,19,12,13,4,15,18,6,3,39,11,11,3,19,8,5,4,14,20,9,4,41,7,3,5,15,7,9,4,17,17,10,3,41,8,5,0
OTU_199,4,6,0,38,5,12,10,12,7,13,5,18,2,6,5,52,8,16,18,13,13,18,13,26,10,13,6,43,17,30,22,17,17,25,11,40,9,23,9,18
OTU_21211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_24498,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_20534,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_3879,0,0,0,1,0,2,0,0,1,2,0,0,0,0,3,0,1,0,1,1,0,0,0,0,0,0,0,3,1,0,0,1,0,0,0,0,0,0,0,0
OTU_15937,2,4,0,1,1,9,8,6,2,6,4,15,2,2,0,10,6,14,9,7,7,6,7,30,6,3,2,2,1,8,7,9,4,3,6,17,0,1,0,1
OTU_25474,2,0,0,0,1,0,2,0,2,0,0,0,4,0,3,1,0,0,0,0,2,0,3,0,2,3,0,0,5,3,0,0,2,2,1,1,7,1,1,0
OTU_1071,1,2,0,1,2,3,3,0,3,10,2,0,3,2,2,1,0,1,7,1,4,11,5,3,2,3,4,1,4,8,4,2,3,3,4,1,5,2,1,0
OTU_7061,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
OTU_1653,0,0,1,1,1,1,2,0,2,1,3,0,4,0,1,0,3,1,0,0,3,1,2,0,2,1,4,1,4,2,0,1,3,1,0,0,2,1,1,0
OTU_4614,27,1,0,1,4,5,8,1,11,8,6,5,11,3,2,2,6,4,8,1,14,4,6,0,12,3,1,1,5,7,7,4,17,12,4,3,17,4,1,0
OTU_10704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_20553,3,0,0,0,0,0,5,1,3,0,1,2,0,0,0,2,0,0,3,0,0,1,2,3,0,0,0,2,0,1,1,0,1,0,0,0,0,0,0,1
OTU_8370,0,1,4,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0
OTU_4114,0,0,0,1,0,0,1,0,0,0,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,2,0,0,0,0
OTU_8439,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,3,0,0,0,1,0,0,0,1,0,0,0,0
OTU_2709,1,0,0,0,3,1,0,3,3,5,1,0,3,1,2,1,3,2,2,1,1,2,2,0,5,3,4,3,3,1,0,0,2,2,0,2,4,4,2,0
OTU_18351,0,0,0,1,1,0,0,2,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
OTU_13126,4,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
OTU_11817,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
OTU_25156,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_4658,0,0,0,1,0,0,0,1,0,1,1,4,0,3,0,0,0,5,1,1,0,0,3,1,0,1,1,0,3,0,2,0,1,0,0,0,0,0,0,0
OTU_21993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
OTU_937,0,0,0,7,3,2,3,2,1,1,4,2,2,3,1,11,0,1,1,4,3,2,3,2,3,4,0,8,6,5,6,2,3,9,3,8,3,5,2,0
OTU_9312,1,0,0,0,0,2,0,1,0,0,2,0,0,0,0,0,1,4,2,0,0,0,2,2,0,1,0,0,1,0,2,2,1,0,1,2,0,2,0,0
OTU_2117,1,0,0,1,3,0,2,0,0,2,2,0,0,1,1,2,3,4,0,0,1,0,0,0,4,0,0,0,4,0,0,0,4,1,0,0,5,1,1,0
OTU_21555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_22510,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_8905,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_20717,6,3,0,1,1,2,9,1,4,5,5,2,3,0,3,1,8,5,5,1,9,11,6,3,5,6,1,6,14,4,4,2,6,3,1,2,7,1,2,0
OTU_21648,0,0,0,2,0,1,0,0,1,2,0,0,0,1,3,0,0,0,0,0,2,0,0,1,1,0,0,1,0,0,1,1,0,1,2,3,0,0,0,0
OTU_10413,0,0,5,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1742,0,0,0,7,1,0,0,3,2,0,0,2,1,0,1,9,1,3,0,3,2,3,0,3,0,0,0,5,0,1,0,1,1,2,1,1,0,3,2,3
OTU_3808,2,2,0,0,3,0,2,0,2,1,1,2,2,0,0,0,1,3,1,0,2,0,2,1,1,1,2,0,0,3,0,1,2,1,0,0,1,0,1,0
OTU_7356,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
OTU_11916,4,9,0,2,2,2,2,3,1,3,3,2,2,2,0,0,3,5,6,2,4,6,3,4,7,2,4,0,4,5,7,5,5,9,7,1,5,6,2,1
OTU_3146,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,2,0,0,1,4,3,0,1,3,1,2,0,0,1,5,0,0
OTU_942,0,0,0,5,4,4,2,6,0,0,1,5,0,0,1,4,4,3,2,7,6,0,0,11,2,1,1,5,0,2,4,11,1,0,2,3,0,1,0,2
OTU_2593,9,3,1,2,1,3,3,0,5,5,4,1,4,1,2,1,3,1,4,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0,4,0,1,0
OTU_11740,0,0,0,0,1,5,1,6,5,3,1,1,0,1,0,0,0,2,0,0,0,1,0,0,0,0,1,4,2,7,5,1,1,3,1,1,2,1,0,2
OTU_13868,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_5390,2,3,0,0,0,0,0,0,3,0,1,0,1,0,0,3,1,0,1,0,1,6,3,0,0,1,0,2,2,2,0,0,3,3,3,0,8,3,0,0
OTU_20799,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
OTU_18329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_4328,0,1,0,0,1,0,2,0,3,6,0,0,2,0,0,1,1,3,0,0,3,1,2,0,2,0,0,0,1,1,1,0,2,3,5,0,2,0,1,0
OTU_11058,0,0,0,0,2,1,0,2,2,1,1,0,1,4,1,0,1,0,1,0,0,2,3,1,1,0,0,0,4,0,0,0,0,0,0,0,0,1,1,0
OTU_1676,3,3,0,1,4,2,8,1,7,8,4,3,3,0,1,2,3,3,7,4,4,2,1,1,0,0,0,0,1,1,4,1,0,2,0,3,1,1,0,0
OTU_4584,2,1,0,0,0,0,3,0,5,0,1,2,1,0,0,0,1,4,1,0,1,0,2,0,4,1,0,0,1,0,0,3,2,2,0,1,1,1,0,2
OTU_20568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
OTU_22384,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
OTU_25375,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_12384,3,0,0,0,4,1,2,1,0,0,1,1,1,0,1,0,1,1,2,0,0,7,1,0,1,2,2,1,1,2,0,2,0,2,3,2,1,1,2,0
OTU_1289,4,1,2,2,3,1,5,0,5,5,1,0,2,3,1,1,1,4,4,3,4,2,3,1,4,1,0,0,1,0,2,1,3,1,1,0,5,2,0,0
OTU_6186,4,0,1,1,3,0,4,3,6,11,4,6,5,1,2,1,1,3,6,1,3,2,0,1,9,0,0,0,2,2,6,2,1,6,4,3,3,0,1,0
OTU_18974,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,1,0,0,0,1,0,0,1,3,1,1,0,0,0,0
OTU_2839,0,0,0,1,0,0,2,3,1,0,1,0,0,0,0,3,0,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
OTU_1300,2,1,0,0,1,1,3,0,2,0,3,1,1,1,1,2,4,3,0,1,2,0,3,0,1,4,2,0,1,2,0,2,0,0,2,2,3,6,1,0
OTU_4549,0,0,0,0,0,0,3,0,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
OTU_493,24,19,3,3,1,6,15,2,5,10,9,8,5,7,4,4,13,11,27,4,7,21,22,3,12,9,8,11,14,12,15,5,10,19,20,6,14,23,12,1
OTU_19498,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_19347,0,4,0,0,0,1,1,1,0,0,1,1,0,0,1,1,1,3,3,3,2,2,2,0,2,1,0,5,0,2,2,1,1,0,1,3,1,0,0,1
OTU_24904,2,3,0,0,0,0,0,0,0,3,1,0,0,1,0,1,2,0,0,0,0,2,1,0,1,0,0,1,0,1,0,0,0,3,0,1,2,0,0,0
OTU_14514,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_3601,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,7,0,0,1,0,1,0,0,0,0,0
OTU_22999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_8302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
OTU_2758,0,0,0,1,0,5,1,0,0,0,1,0,0,0,0,0,3,0,0,3,0,0,4,1,0,3,1,3,0,2,3,0,0,2,2,0,0,1,1,0
OTU_12307,0,0,0,0,0,0,2,0,0,0,1,0,0,2,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
OTU_13355,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
OTU_347,13,4,3,1,19,4,13,4,17,21,14,7,12,2,6,4,10,4,8,6,17,10,11,6,20,1,6,2,14,14,2,4,20,8,2,8,19,3,6,0
OTU_2634,2,0,0,1,3,0,1,0,3,1,1,0,2,1,0,0,1,3,2,0,1,0,1,0,7,1,0,0,1,1,4,0,2,2,0,1,0,0,1,0
OTU_3833,2,0,0,0,2,0,3,0,0,3,3,0,0,2,0,2,1,2,1,0,1,4,1,1,1,4,0,2,0,2,1,0,5,2,1,0,4,0,0,0
OTU_1649,0,0,0,6,1,3,0,0,1,0,0,7,0,2,5,3,0,0,0,1,0,0,0,5,0,1,1,6,0,8,4,7,1,5,3,9,0,3,1,7
OTU_617,0,2,0,0,0,1,1,0,0,10,8,0,0,3,0,3,3,6,6,2,1,12,7,3,4,1,1,7,6,7,3,10,5,18,15,3,2,5,1,0
OTU_17035,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
